current,voltage,temperature,cell_voltage_min,soc,cycle_count,internal_resistance,charge_capacity,discharge_capacity,c_rate,dod,soh,cell_voltage_max,mfg_rated_cycles,calendar_age_days,chemistry_type
-12.01,3.8765,15.7,3.858,0.7332,11,0.027965,61.19,62.87,0.1763,0.5512,0.9863,3.8951,2762,191,0.0
-19.15,3.9133,33.6,3.8963,0.7624,14,0.028119,62.11,60.88,0.31,0.4929,0.9907,3.9303,2762,197,0.0
-20.31,3.6065,43.0,3.5876,0.5019,16,0.027441,60.66,61.06,0.3316,0.6684,0.9866,3.6254,2762,201,0.0
-48.48,3.7323,25.3,3.7226,0.6034,18,0.027018,61.38,62.21,0.7711,0.6964,0.9837,3.742,2762,205,0.0
10.58,3.9914,32.2,3.9865,0.836,21,0.029605,62.14,61.71,0.1846,0.2098,0.9829,3.9964,2762,211,0.0
-17.37,3.8405,35.2,3.839,0.7188,23,0.029918,61.72,62.35,0.2911,0.1689,0.9905,3.8421,2762,215,0.0
-27.52,3.8777,13.0,3.8662,0.7299,25,0.029458,62.5,64.3,0.4591,0.6258,0.987,3.8893,2762,219,0.0
-21.12,3.9805,27.9,3.9714,0.8345,28,0.023307,61.81,58.84,0.3654,0.5307,0.9808,3.9896,2762,225,0.0
17.97,4.1375,29.0,4.1361,0.9417,30,0.028513,64.71,58.84,0.3035,0.0952,0.9867,4.1388,2762,229,0.0
-12.64,3.7163,27.1,3.7044,0.5972,32,0.029843,62.67,61.08,0.2089,0.242,0.9841,3.7281,2762,233,0.0
-16.55,3.7857,11.8,3.7495,0.6772,35,0.02383,62.43,60.36,0.2635,0.6161,0.9858,3.8219,2762,239,0.0
-7.13,3.353,26.3,3.3315,0.2786,37,0.030227,61.0,62.7,0.1062,0.7483,0.9893,3.3744,2762,243,0.0
-31.16,3.6316,27.5,3.6175,0.5305,39,0.02652,61.76,61.05,0.4576,0.4063,0.9908,3.6458,2762,247,0.0
22.27,3.9865,33.3,3.9833,0.8358,42,0.030706,61.32,59.48,0.3404,0.5099,0.978,3.9898,2762,253,0.0
-11.36,3.7275,25.0,3.7204,0.6147,44,0.029391,60.78,60.38,0.1851,0.7449,0.9867,3.7345,2762,257,0.0
-13.11,3.6619,12.7,3.6501,0.548,47,0.031346,59.67,62.09,0.2209,0.3115,0.9755,3.6736,2762,264,0.0
-72.49,3.6547,27.2,3.6449,0.5442,49,0.02959,59.81,62.11,1.2147,0.4089,0.9804,3.6646,2762,268,0.0
6.84,4.0333,42.1,4.0208,0.8551,51,0.029094,61.51,61.4,0.1166,0.7373,0.9867,4.0458,2762,272,0.0
18.26,3.7166,26.3,3.7128,0.6062,54,0.027485,61.95,61.26,0.283,0.8573,0.9852,3.7203,2762,278,0.0
45.84,3.2673,24.8,3.2547,0.2265,56,0.029535,61.61,60.64,0.7392,0.7757,0.9797,3.2799,2762,282,0.0
-8.22,3.859,27.5,3.8378,0.7177,58,0.027603,61.19,62.3,0.1221,0.5616,0.984,3.8802,2762,286,0.0
41.15,3.755,19.5,3.751,0.6252,61,0.026557,64.27,62.03,0.6287,0.3965,0.9839,3.759,2762,292,0.0
38.43,3.1644,22.3,3.1367,0.1574,63,0.028688,61.73,63.67,0.5773,0.7835,0.9881,3.1921,2762,296,0.0
-7.92,3.8078,23.1,3.7566,0.6878,65,0.031778,61.88,63.12,0.1188,0.3316,0.9824,3.859,2762,300,0.0
15.31,4.0864,33.1,4.0837,0.9118,68,0.031194,61.4,62.86,0.2404,0.1144,0.9859,4.0892,2762,306,0.0
36.52,3.7953,11.7,3.7919,0.654,70,0.027805,61.6,61.34,0.555,0.5085,0.9826,3.7986,2762,310,0.0
34.14,3.221,16.6,3.2075,0.2377,72,0.027157,62.24,61.66,0.4796,0.7044,0.9826,3.2346,2762,314,0.0
-15.3,3.672,33.9,3.6714,0.5543,75,0.029112,61.23,60.59,0.2415,0.5802,0.991,3.6727,2762,320,0.0
-31.29,3.6243,24.5,3.6216,0.5127,77,0.026655,59.94,60.4,0.4939,0.5946,0.986,3.6269,2762,324,0.0
27.83,3.9304,26.6,3.9232,0.7853,79,0.030983,61.53,59.95,0.4529,0.2066,0.9802,3.9375,2762,328,0.0
-30.6,3.7382,22.9,3.7372,0.6178,82,0.026001,63.84,59.23,0.4823,0.2999,0.9805,3.7393,2762,334,0.0
45.65,3.8835,28.1,3.8827,0.732,84,0.035737,58.63,60.37,0.7914,0.3875,0.9806,3.8844,2762,338,0.0
-48.49,3.5017,30.7,3.4999,0.4345,86,0.031896,61.2,59.62,0.7956,0.5352,0.9769,3.5036,2762,342,0.0
-27.79,3.4768,31.6,3.4561,0.4134,89,0.030191,63.2,62.44,0.4349,0.6396,0.9888,3.4975,2762,348,0.0
-25.6,3.6258,14.0,3.6251,0.517,91,0.026592,62.97,62.45,0.4197,0.3191,0.9844,3.6265,2762,352,0.0
27.15,3.4737,33.6,3.4458,0.403,94,0.028905,63.22,61.78,0.4218,0.4637,0.9812,3.5017,2762,359,0.0
-16.8,3.5733,18.9,3.5439,0.4604,96,0.026079,60.46,60.56,0.2468,0.6538,0.98,3.6028,2762,363,0.0
25.64,3.7165,20.7,3.6906,0.5889,98,0.031002,63.73,61.62,0.408,0.4795,0.9854,3.7423,2762,367,0.0
-90.47,3.5429,29.2,3.5385,0.4485,101,0.032335,62.5,59.66,1.3261,0.4483,0.9845,3.5472,2762,373,0.0
-23.82,3.6939,35.3,3.6801,0.5669,103,0.031547,62.22,61.16,0.4015,0.3814,0.9818,3.7077,2762,377,0.0
-22.6,4.0888,17.0,4.0838,0.8922,105,0.027414,59.97,60.87,0.3111,0.6984,0.9829,4.0937,2762,381,0.0
-18.85,3.7544,34.5,3.7541,0.6177,108,0.029839,61.62,59.97,0.2847,0.347,0.9755,3.7547,2762,387,0.0
11.58,3.7767,31.3,3.7698,0.633,110,0.028126,61.88,60.28,0.1874,0.6791,0.9816,3.7836,2762,391,0.0
-21.46,3.8933,26.1,3.8827,0.7402,112,0.03115,63.27,63.0,0.3605,0.2785,0.9809,3.9039,2762,395,0.0
-17.04,3.975,15.9,3.9746,0.8154,115,0.029645,61.03,64.37,0.2776,0.7298,0.9751,3.9754,2762,401,0.0
-41.04,3.3668,27.1,3.2943,0.3044,117,0.02715,61.61,62.15,0.708,0.595,0.9644,3.4393,2762,405,0.0
-14.76,3.8056,39.2,3.8011,0.6577,119,0.032235,59.58,61.49,0.2275,0.3736,0.9697,3.8101,2762,409,0.0
38.58,3.6068,43.8,3.589,0.5137,122,0.031481,60.12,60.42,0.5737,0.4785,0.975,3.6245,2762,415,0.0
9.91,3.7611,31.1,3.7573,0.649,124,0.02754,63.19,59.84,0.1464,0.741,0.9742,3.7649,2762,419,0.0
15.65,3.8059,30.4,3.8002,0.6722,126,0.027564,59.56,60.54,0.2382,0.3566,0.9868,3.8115,2762,423,0.0
14.22,3.967,30.1,3.9513,0.7921,129,0.031007,61.97,60.89,0.2336,0.6282,0.9782,3.9826,2762,429,0.0
-16.28,3.5894,15.3,3.5514,0.4621,131,0.02834,62.79,58.82,0.26,0.5207,0.98,3.6273,2762,433,0.0
-13.24,3.3951,29.4,3.3909,0.3333,133,0.030995,61.53,63.06,0.2085,0.4074,0.9755,3.3994,2762,437,0.0
16.87,3.4278,14.1,3.4244,0.3596,136,0.029281,61.6,62.17,0.2841,0.7996,0.9773,3.4313,2762,443,0.0
-15.95,3.8937,45.0,3.8665,0.7256,138,0.029145,61.36,61.06,0.2571,0.7393,0.9749,3.921,2762,447,0.0
-33.79,3.6638,42.1,3.6569,0.5359,141,0.0315,61.36,59.51,0.5512,0.2728,0.9738,3.6708,2762,454,0.0
28.63,3.7973,43.2,3.7687,0.6574,143,0.031436,59.78,60.5,0.4372,0.4297,0.9685,3.8259,2762,458,0.0
15.42,3.8228,31.8,3.8161,0.6771,145,0.030978,60.72,60.93,0.2706,0.798,0.9749,3.8294,2762,462,0.0
-26.24,3.6031,29.7,3.5978,0.5094,148,0.031464,59.96,62.51,0.4231,0.3877,0.9758,3.6083,2762,468,0.0
44.24,3.4339,17.0,3.4283,0.3624,150,0.024977,62.99,61.01,0.6843,0.5996,0.9808,3.4395,2762,472,0.0
66.91,3.9747,36.0,3.9735,0.8315,152,0.029058,61.3,61.58,1.1145,0.2836,0.9672,3.9758,2762,476,0.0
40.27,3.507,26.6,3.5041,0.4119,155,0.029562,61.79,58.96,0.6539,0.5688,0.9772,3.51,2762,482,0.0
-27.07,3.5124,29.9,3.5124,0.4151,157,0.029605,61.26,62.02,0.4123,0.5685,0.9795,3.5125,2762,486,0.0
-35.14,3.3138,22.3,3.2787,0.2675,159,0.026596,59.97,62.76,0.524,0.6396,0.9745,3.3488,2762,490,0.0
17.9,3.5846,26.9,3.5845,0.4893,162,0.031206,60.93,61.81,0.302,0.257,0.9782,3.5847,2762,496,0.0
16.87,3.8831,19.0,3.8596,0.7314,164,0.031394,60.67,59.89,0.2487,0.6953,0.977,3.9065,2762,500,0.0
49.9,3.668,28.8,3.6449,0.5553,166,0.031255,59.5,60.7,0.7691,0.4817,0.982,3.691,2762,504,0.0
106.4,3.9756,28.0,3.9588,0.8172,169,0.030829,59.34,61.52,1.8573,0.631,0.9798,3.9924,2762,510,0.0
33.71,3.411,21.6,3.4088,0.3316,171,0.029109,61.5,61.49,0.5235,0.6332,0.9703,3.4132,2762,514,0.0
14.62,3.7189,24.9,3.7155,0.6116,173,0.031765,61.25,60.38,0.2592,0.7454,0.9835,3.7223,2762,518,0.0
17.23,3.9003,22.2,3.8908,0.7512,176,0.031731,60.29,62.38,0.2646,0.5969,0.9829,3.9098,2762,524,0.0
12.71,3.8554,31.3,3.8455,0.7032,178,0.031227,60.02,62.86,0.2012,0.3452,0.9768,3.8654,2762,528,0.0
14.26,3.4791,30.2,3.469,0.4058,180,0.028933,58.9,61.44,0.2225,0.6762,0.9754,3.4892,2762,532,0.0
28.18,4.0375,28.4,4.0338,0.8497,183,0.032815,60.91,63.29,0.414,0.8505,0.9838,4.0412,2762,538,0.0
-29.29,3.3386,27.5,3.3297,0.2844,185,0.030822,61.76,63.64,0.437,0.8813,0.9824,3.3474,2762,542,0.0
21.72,4.0279,30.6,4.0272,0.8461,188,0.027364,59.71,59.65,0.3684,0.1869,0.9656,4.0287,2762,549,0.0
111.42,3.9383,26.1,3.9291,0.7947,190,0.029152,59.97,59.29,1.8673,0.0618,0.9697,3.9476,2762,553,0.0
78.14,3.9422,28.9,3.9179,0.7996,192,0.028432,59.32,61.27,1.2522,0.5057,0.9857,3.9664,2762,557,0.0
8.39,3.7022,15.0,3.7007,0.5931,195,0.031173,60.82,62.47,0.132,0.4274,0.979,3.7036,2762,563,0.0
25.71,3.8592,23.5,3.8511,0.7264,197,0.032902,59.83,60.0,0.3812,0.301,0.968,3.8672,2762,567,0.0
-87.81,4.0864,40.2,4.0704,0.9127,199,0.028805,58.56,60.71,1.3075,0.0846,0.961,4.1024,2762,571,0.0
-29.43,4.0294,15.5,4.0218,0.8501,202,0.029523,60.53,60.82,0.4638,0.8581,0.9768,4.0369,2762,577,0.0
-73.14,3.6486,43.5,3.6448,0.5567,204,0.030702,61.84,62.29,1.1819,0.5197,0.9529,3.6525,2762,581,0.0
31.74,3.946,30.7,3.9384,0.7816,206,0.027234,59.56,59.96,0.487,0.3447,0.9719,3.9536,2762,585,0.0
27.22,3.4215,25.8,3.4126,0.3496,209,0.030242,60.87,60.78,0.3857,0.7573,0.97,3.4304,2762,591,0.0
27.83,3.9705,26.0,3.9664,0.8199,211,0.03115,59.48,62.75,0.4563,0.5002,0.9816,3.9746,2762,595,0.0
-17.86,3.7014,20.0,3.6947,0.6009,213,0.03374,59.61,61.54,0.2846,0.5969,0.9844,3.7081,2762,599,0.0
16.93,3.4549,21.6,3.4251,0.3778,216,0.029141,60.27,62.44,0.2816,0.6406,0.9731,3.4847,2762,605,0.0
21.39,3.5879,19.0,3.5841,0.482,218,0.025176,61.16,61.71,0.3419,0.7626,0.9724,3.5916,2762,609,0.0
-14.84,3.6801,31.9,3.6555,0.5734,220,0.029342,62.42,60.13,0.2285,0.606,0.9671,3.7047,2762,613,0.0
-18.87,3.7942,26.7,3.7796,0.671,223,0.030159,61.73,62.45,0.2892,0.4852,0.9732,3.8089,2762,619,0.0
36.06,3.7743,42.5,3.7727,0.6365,225,0.03118,59.93,60.75,0.5806,0.3322,0.9611,3.7758,2762,623,0.0
-88.77,3.7782,24.3,3.7705,0.6337,227,0.028122,59.82,62.72,1.3578,0.4362,0.9742,3.7858,2762,627,0.0
-16.91,3.9099,27.3,3.9009,0.7622,230,0.02712,61.6,60.16,0.3039,0.1707,0.9703,3.9188,2762,633,0.0
17.75,3.6667,29.8,3.6494,0.5413,232,0.031827,61.01,59.38,0.265,0.6889,0.9718,3.6839,2762,637,0.0
-8.52,3.4275,32.0,3.4204,0.3471,0,0.02973,45.63,43.2,0.1899,0.6002,0.9827,3.4346,995,88,0.0
-12.4,4.0109,34.5,4.0005,0.8475,3,0.029245,44.91,45.53,0.2514,0.6761,0.9667,4.0213,995,91,0.0
-26.64,4.0369,38.7,4.0086,0.8509,6,0.028916,45.01,44.18,0.5613,0.6555,0.9763,4.0653,995,94,0.0
21.44,3.9169,32.7,3.9087,0.7511,9,0.033241,44.01,45.83,0.4432,0.2675,0.976,3.9251,995,97,0.0
34.6,3.6644,37.2,3.6563,0.5594,12,0.028805,46.35,44.64,0.7375,0.6056,0.9656,3.6725,995,101,0.0
-8.87,3.5726,24.5,3.5618,0.4796,15,0.030586,47.32,45.41,0.1953,0.4111,0.9663,3.5833,995,104,0.0
-14.11,3.9503,34.6,3.9258,0.7999,18,0.025258,44.63,44.98,0.3005,0.3757,0.9705,3.9749,995,107,0.0
-32.63,3.7317,32.9,3.7096,0.6171,21,0.029927,43.23,46.55,0.7556,0.5581,0.9715,3.7538,995,111,0.0
-5.98,3.7975,22.2,3.794,0.6751,24,0.031326,44.14,44.4,0.1231,0.3884,0.9803,3.801,995,114,0.0
15.78,3.5564,34.4,3.5472,0.4488,27,0.027775,45.33,45.01,0.3379,0.4705,0.9688,3.5656,995,117,0.0
12.89,3.6976,39.9,3.6953,0.5952,30,0.027683,45.67,45.82,0.2635,0.5038,0.9598,3.7,995,121,0.0
-12.8,3.638,29.9,3.6368,0.5281,33,0.034109,44.45,44.39,0.2709,0.4701,0.9629,3.6392,995,124,0.0
-27.26,3.715,40.0,3.7089,0.5888,36,0.031855,45.84,46.8,0.5897,0.3976,0.9589,3.7211,995,127,0.0
40.07,4.0297,45.0,4.019,0.8593,39,0.034919,46.53,45.7,0.9218,0.1278,0.9617,4.0403,995,131,0.0
15.3,3.8369,28.5,3.8108,0.7041,42,0.029591,44.98,44.86,0.3195,0.1426,0.968,3.863,995,134,0.0
-58.8,4.0435,39.6,4.0192,0.8562,45,0.027829,45.6,44.44,1.3129,0.8383,0.9621,4.0678,995,137,0.0
25.1,3.8786,24.8,3.8765,0.7302,48,0.03001,45.23,44.64,0.5833,0.3769,0.9741,3.8808,995,140,0.0
5.89,3.8257,33.9,3.8247,0.6882,51,0.029556,43.99,44.68,0.1275,0.5098,0.9693,3.8266,995,144,0.0
28.89,4.0017,38.8,3.9925,0.8296,54,0.028719,45.11,45.43,0.6593,0.7342,0.9676,4.0109,995,147,0.0
-8.89,3.886,43.2,3.8733,0.7397,57,0.031048,45.3,45.09,0.2083,0.2533,0.9546,3.8986,995,150,0.0
9.96,3.7821,26.7,3.7662,0.6446,60,0.030966,43.61,46.37,0.2205,0.5628,0.961,3.798,995,154,0.0
12.98,3.6664,42.9,3.6584,0.5627,63,0.03009,45.19,43.34,0.2729,0.1891,0.9445,3.6745,995,157,0.0
-17.55,3.7,41.5,3.6964,0.5906,66,0.028729,46.09,43.58,0.3922,0.4258,0.9596,3.7036,995,160,0.0
-62.1,3.7965,35.4,3.7929,0.6587,69,0.029141,44.47,45.06,1.2122,0.6227,0.9606,3.8002,995,164,0.0
-7.8,4.0222,16.9,4.0214,0.8475,72,0.032032,45.48,44.96,0.1572,0.4078,0.9694,4.023,995,167,0.0
-26.25,4.0104,45.0,4.0081,0.8189,76,0.033529,43.5,44.87,0.5606,0.3931,0.9467,4.0127,995,171,0.0
18.83,3.7594,42.3,3.7525,0.6534,79,0.029413,44.72,45.35,0.3928,0.7313,0.9473,3.7664,995,175,0.0
-25.51,3.7059,31.5,3.6998,0.5838,82,0.029575,43.72,45.58,0.5895,0.7661,0.9677,3.7119,995,178,0.0
-32.27,3.9808,45.0,3.9484,0.8002,85,0.034725,45.3,45.52,0.6607,0.342,0.9578,4.0131,995,181,0.0
-8.64,3.8735,34.8,3.864,0.736,88,0.032502,46.96,44.11,0.1706,0.4576,0.9556,3.8831,995,185,0.0
-28.55,3.5341,28.0,3.5177,0.4538,91,0.034348,44.86,45.28,0.6181,0.7183,0.9565,3.5505,995,188,0.0
12.03,3.5574,26.0,3.5572,0.4523,94,0.030514,45.62,43.96,0.2521,0.296,0.9636,3.5576,995,191,0.0
5.16,3.5042,29.3,3.4985,0.4274,97,0.02573,44.56,46.18,0.1027,0.7922,0.9598,3.5099,995,195,0.0
11.22,3.7757,25.8,3.768,0.6203,100,0.03348,45.11,44.46,0.2602,0.6011,0.9645,3.7834,995,198,0.0
-9.0,3.5213,45.0,3.4987,0.4328,103,0.030708,45.07,44.97,0.2035,0.6343,0.9437,3.544,995,201,0.0
-9.15,3.8709,23.6,3.8549,0.7133,106,0.030058,44.33,45.44,0.2118,0.5566,0.9685,3.8869,995,204,0.0
-5.52,3.923,42.7,3.9081,0.7563,109,0.02811,43.15,46.58,0.127,0.3638,0.9439,3.9378,995,208,0.0
-21.78,3.6158,36.5,3.6099,0.5265,112,0.030944,42.79,44.67,0.4465,0.7161,0.9489,3.6216,995,211,0.0
-5.43,3.5364,30.3,3.5258,0.4476,115,0.033292,44.08,44.19,0.1176,0.591,0.96,3.547,995,214,0.0
-7.39,3.3097,39.8,3.3015,0.2535,118,0.030626,43.03,42.83,0.1746,0.8787,0.9409,3.3178,995,218,0.0
-22.94,3.343,36.7,3.3389,0.276,121,0.033045,44.51,42.69,0.472,0.6512,0.9481,3.3472,995,221,0.0
-67.22,3.8977,23.4,3.8845,0.748,124,0.029931,44.08,45.69,1.6428,0.4096,0.9583,3.9109,995,224,0.0
-7.99,3.5636,44.7,3.54,0.4816,127,0.034667,43.92,43.33,0.1709,0.4103,0.9337,3.5872,995,228,0.0
11.8,3.9578,30.3,3.9454,0.7658,130,0.034599,45.36,45.18,0.2885,0.4805,0.9515,3.9702,995,231,0.0
-21.57,3.9689,45.0,3.9606,0.7924,133,0.031131,43.36,44.57,0.4639,0.6714,0.9402,3.9772,995,234,0.0
-7.76,4.006,23.8,3.9845,0.8438,136,0.029068,44.95,46.29,0.1596,0.3146,0.9572,4.0275,995,238,0.0
36.79,3.8596,45.0,3.842,0.7438,139,0.033168,43.44,42.5,0.792,0.3554,0.9271,3.8771,995,241,0.0
4.95,3.5786,34.0,3.5771,0.4801,142,0.03318,43.86,44.93,0.1073,0.3987,0.9497,3.5802,995,244,0.0
-12.18,3.7556,34.5,3.7488,0.6273,145,0.031886,43.18,43.46,0.2524,0.5775,0.9426,3.7624,995,247,0.0
-22.62,3.7444,27.0,3.7331,0.6311,148,0.035172,45.3,43.78,0.5218,0.4507,0.9481,3.7556,995,251,0.0
-9.73,4.0184,41.1,4.0165,0.8493,152,0.03606,45.02,44.14,0.2255,0.4513,0.9359,4.0203,995,255,0.0
12.05,3.9703,23.5,3.9688,0.8094,155,0.030124,43.83,44.62,0.2615,0.2095,0.9521,3.9719,995,259,0.0
-33.13,3.6751,36.8,3.6666,0.5768,158,0.030894,45.05,43.46,0.7174,0.7197,0.9339,3.6835,995,262,0.0
-17.62,3.7159,44.2,3.6861,0.6041,161,0.034234,44.38,44.24,0.3841,0.4146,0.9188,3.7457,995,265,0.0
6.55,4.0314,43.6,4.0266,0.8674,164,0.031127,44.09,44.18,0.1312,0.3916,0.9285,4.0361,995,268,0.0
9.02,3.7645,45.0,3.7524,0.6328,167,0.035506,44.18,43.79,0.2019,0.6174,0.9241,3.7767,995,272,0.0
12.22,3.796,45.0,3.7951,0.6618,170,0.03235,42.41,43.17,0.2739,0.302,0.9197,3.7969,995,275,0.0
5.57,3.6414,44.0,3.6361,0.5378,173,0.035613,41.65,42.53,0.123,0.6338,0.9167,3.6467,995,278,0.0
29.81,3.5483,36.9,3.5259,0.4551,176,0.033684,42.97,44.41,0.633,0.4622,0.9278,3.5706,995,282,0.0
-24.12,3.6597,35.9,3.6414,0.5733,179,0.030159,43.96,45.03,0.4886,0.5999,0.9351,3.678,995,285,0.0
-19.78,3.5572,42.8,3.5539,0.4927,182,0.030281,43.45,43.26,0.4017,0.495,0.9142,3.5606,995,288,0.0
-26.16,3.7941,25.8,3.7738,0.6845,185,0.03327,43.9,45.73,0.5466,0.6642,0.9473,3.8145,995,292,0.0
14.82,3.7892,29.7,3.7754,0.634,188,0.031845,44.25,43.6,0.3147,0.3112,0.9512,3.8029,995,295,0.0
20.92,3.8287,31.4,3.8118,0.6864,191,0.031681,44.25,43.36,0.4653,0.5308,0.9372,3.8456,995,298,0.0
-30.96,3.6803,45.0,3.6702,0.5604,194,0.031296,43.42,40.91,0.6199,0.2493,0.9134,3.6904,995,302,0.0
-35.65,3.8652,37.9,3.8579,0.7402,197,0.035972,45.5,43.06,0.7319,0.3002,0.9196,3.8725,995,305,0.0
7.96,3.8716,26.3,3.848,0.7381,200,0.032453,43.45,44.02,0.1637,0.4414,0.9536,3.8951,995,308,0.0
-5.89,3.578,29.2,3.5654,0.4903,203,0.028648,43.32,43.15,0.1252,0.4709,0.9401,3.5906,995,311,0.0
-34.23,3.8439,40.6,3.8437,0.702,206,0.034772,43.93,42.31,0.6953,0.5573,0.9115,3.844,995,315,0.0
6.52,3.8825,39.8,3.8706,0.7328,209,0.033207,44.73,42.39,0.1353,0.1555,0.9086,3.8945,995,318,0.0
-8.69,4.0406,37.7,4.0261,0.8771,212,0.033471,42.39,42.81,0.1933,0.6988,0.9215,4.055,995,321,0.0
35.22,3.8968,32.4,3.8914,0.7482,215,0.03067,43.14,43.28,0.7444,0.6368,0.9373,3.9022,995,325,0.0
-20.65,3.4151,45.0,3.4129,0.3385,218,0.033915,41.65,42.16,0.4816,0.7996,0.9017,3.4172,995,328,0.0
23.67,3.9133,30.5,3.9086,0.759,221,0.032521,45.3,43.55,0.4561,0.6048,0.9384,3.9179,995,331,0.0
-8.56,3.719,45.0,3.7154,0.5818,224,0.034248,42.05,41.82,0.1952,0.5509,0.9157,3.7226,995,335,0.0
-35.51,3.8001,22.6,3.7995,0.6547,228,0.033627,44.83,43.32,0.7501,0.7527,0.9497,3.8007,995,339,0.0
35.22,3.6017,35.7,3.5827,0.5083,231,0.031743,43.33,43.05,0.7776,0.4535,0.9117,3.6207,995,342,0.0
-15.67,3.4991,45.0,3.4978,0.4248,234,0.029646,43.02,42.19,0.3137,0.5289,0.9014,3.5005,995,346,0.0
10.35,3.7025,45.0,3.6862,0.587,237,0.037232,42.6,40.88,0.2377,0.2278,0.9052,3.7188,995,349,0.0
28.63,3.9867,34.8,3.9647,0.8125,240,0.037065,43.91,42.48,0.5771,0.2422,0.9248,4.0088,995,352,0.0
-21.17,4.019,19.2,3.9939,0.8493,243,0.032214,44.13,43.01,0.4496,0.823,0.9403,4.0442,995,356,0.0
-11.73,3.6395,33.3,3.6185,0.525,246,0.030361,44.6,43.15,0.2235,0.7648,0.9362,3.6604,995,359,0.0
8.11,3.9816,26.9,3.9749,0.8216,249,0.035102,44.23,44.39,0.1679,0.05,0.9377,3.9883,995,362,0.0
-18.75,3.6524,36.4,3.647,0.5513,252,0.0324,43.36,42.68,0.3682,0.6758,0.917,3.6577,995,366,0.0
-25.15,4.0978,34.2,4.0921,0.8933,255,0.033852,42.67,43.32,0.5729,0.6317,0.9241,4.1035,995,369,0.0
-24.0,3.5355,38.0,3.5168,0.4307,258,0.033344,43.18,41.22,0.5227,0.5493,0.9119,3.5542,995,372,0.0
7.6,4.0591,23.7,4.0305,0.888,261,0.031054,43.72,42.45,0.1855,0.1806,0.9437,4.0878,995,375,0.0
6.68,3.6823,34.8,3.6714,0.5275,264,0.037371,43.75,42.71,0.1414,0.622,0.9221,3.6932,995,379,0.0
-23.57,3.7605,42.8,3.7347,0.6273,267,0.034395,42.72,42.27,0.4906,0.4004,0.8991,3.7864,995,382,0.0
-14.25,4.0874,43.7,4.0718,0.9076,270,0.034266,41.29,40.53,0.283,0.05,0.8813,4.103,995,385,0.0
29.68,4.0914,39.4,4.091,0.9127,273,0.034064,42.28,41.56,0.6645,0.1314,0.8852,4.0917,995,389,0.0
17.23,3.7205,42.6,3.7163,0.5909,276,0.03387,42.78,40.62,0.3698,0.4512,0.8922,3.7247,995,392,0.0
11.8,3.4693,36.3,3.4603,0.3768,279,0.030193,41.78,42.85,0.2453,0.5544,0.9152,3.4783,995,395,0.0
-82.65,3.5394,35.4,3.536,0.444,282,0.036649,42.25,40.62,1.5981,0.508,0.8968,3.5428,995,399,0.0
-28.28,3.8628,25.2,3.8562,0.7333,285,0.033902,42.23,45.65,0.6371,0.3859,0.9401,3.8693,995,402,0.0
18.23,3.757,35.9,3.7488,0.6545,288,0.032511,42.79,43.47,0.3692,0.214,0.9182,3.7652,995,405,0.0
-5.03,3.5863,24.6,3.586,0.4677,291,0.029536,44.34,42.96,0.1063,0.5717,0.9338,3.5865,995,409,0.0
-24.99,3.6641,33.4,3.6374,0.5564,294,0.032815,41.67,41.23,0.534,0.8324,0.9204,3.6907,995,412,0.0
-9.6,3.7148,38.5,3.7096,0.5824,297,0.035689,42.16,43.16,0.207,0.5755,0.8968,3.72,995,415,0.0
9.87,3.8352,37.3,3.8331,0.6958,300,0.033125,40.98,41.57,0.2114,0.4018,0.9023,3.8373,995,419,0.0
38.63,3.4675,16.0,3.4571,0.391,0,0.030017,62.91,63.62,0.5821,0.5521,0.9932,3.4778,2497,97,0.0
-59.36,3.6472,39.1,3.6458,0.5452,5,0.025773,60.19,62.46,0.9246,0.5809,0.9859,3.6487,2497,115,0.0
43.79,3.6888,28.8,3.6764,0.5614,10,0.026039,61.91,61.44,0.6348,0.7415,0.9845,3.7013,2497,133,0.0
-26.21,3.7979,16.9,3.7797,0.6704,15,0.029264,63.57,60.56,0.3995,0.1509,0.9844,3.8161,2497,151,0.0
-19.94,3.5007,20.6,3.4877,0.4232,20,0.03006,60.63,61.74,0.329,0.6053,0.9874,3.5137,2497,169,0.0
76.34,3.5098,14.6,3.4998,0.4459,25,0.03049,60.73,65.97,1.1773,0.7165,0.9761,3.5197,2497,188,0.0
-44.08,3.6155,39.3,3.6048,0.5058,30,0.028959,63.16,60.99,0.6826,0.4034,0.9926,3.6261,2497,206,0.0
15.39,3.6747,22.8,3.6552,0.5635,35,0.026908,61.12,62.19,0.2468,0.6232,0.9865,3.6942,2497,224,0.0
-10.76,3.6611,35.4,3.6553,0.5655,40,0.030806,60.05,60.0,0.1698,0.4703,0.9833,3.6669,2497,242,0.0
-32.88,3.3779,34.8,3.3774,0.318,45,0.032831,61.92,62.52,0.5053,0.4669,0.9869,3.3783,2497,261,0.0
-40.1,3.5992,24.3,3.5824,0.5278,50,0.030361,62.07,62.46,0.6221,0.4753,0.9861,3.616,2497,279,0.0
23.94,3.5977,26.7,3.5931,0.4901,55,0.030334,60.78,62.26,0.3967,0.5171,0.9849,3.6022,2497,297,0.0
-11.76,3.9561,20.3,3.9556,0.8107,60,0.031044,62.01,62.09,0.1848,0.1407,0.9888,3.9567,2497,315,0.0
-30.75,3.9719,22.2,3.9693,0.8013,66,0.029764,63.36,61.73,0.494,0.6258,0.9813,3.9746,2497,337,0.0
